sample	Arc1	Arc2	Arc3	bfb	chromoplexy	chromothripsis	cpxdm	del	dm	dup	inv	invdup	pyrgo	rigma	tic	tra	tyfonas	hrd_loh	genome_doubled	fraction_cna	SVB	AA_ecdna	AA_complex	group	SBS1	SBS10a	SBS10b	SBS13	SBS15	SBS17a	SBS17b	SBS18	SBS19	SBS2	SBS21	SBS26	SBS29	SBS3	SBS30	SBS34	SBS37	SBS38	SBS39	SBS40	SBS41	SBS44	SBS5	SBS8	SBS9
CURTIS_H000508_T01_01_WG01	0.55348576253679	0	0.44651423746321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	0.98	180	0	0	ER+ Typical	10.7014013264892	0.290628678609624	0.792602206250993	2.78537388401952	2.30281157197612	0	0.407427227441767	12.2671484392204	0.0282706115980443	1.91600497806686	0.126379531132239	1.49858926205127	1.08885863899222	5.20557095245581	2.26253552192106	2.47374134499729	3.67235560484081	0.436858924312127	1.20529852951179	14.9114993061893	1.74497986509646	1.01943673625497	23.0111493049135	9.85107755365861	0
CURTIS_H000525_T01_01_WG01	0	0.653078131794923	0.346921868205077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	0.14	44	0	1	ER+ Typical	0	8.64595804747336	0	2.91752020994321	0	0	0	44.2709905655941	0	0.463819195220523	0	0	6.10900472176545	0	0	0	0	19.9823428466344	0	0	0	10.6496905794749	0	6.96067383389392	0
CURTIS_H003221_T01_01_WG01	0.500677622517751	0	0.499322377482249	0	3	3	0	123	1	13	4	0	0	0	1	0	0	11	True	0.86	791	2	0	IC10	6.9502791319391	0.0206080808269381	0.286167619724039	5.76308547793493	0	2.82756650970663	10.1420974410731	0	0	2.40264768327462	0.87264560909193	0.862521334380826	0	20.4708411123133	1.43298628316409	1.40094259363811	5.04738389009089	0	9.83063694198097	0	1.64931333362214	0.0725059916036529	19.8729977752484	4.96809764053897	5.12667554984727
CURTIS_H003222_T01_01_WG01	0.174402612620905	0.359251358156006	0.466346029223089	1	1	1	0	10	0	3	1	0	0	0	0	0	0	0	False	0.62	153	1	0	HER2+	8.17720270073533	0.200133324388405	1.52185259517774	4.06993818133503	0	0	0	4.77950188996667	0.772420751799629	12.8924157668212	0	9.44849489514915	0	6.21255700753497	7.11141899477172	1.67345925207514	2.51675655086164	0	0	0	6.2805846374001	2.97004598719456	21.978328218135	6.08874712431641	3.30614212233731
CURTIS_H003224_T01_01_WG01	0.394961241498353	0.0227781433328358	0.582260615168811	0	3	3	0	79	1	3	2	0	0	2	3	0	0	9	True	0.98	695	1	1	HER2+	2.88837919780595	0	2.84395227160265	39.368685716953	0.0693089240894162	0.677620132934606	2.65739900232226	0	1.51632972455616	35.7049104134165	0.0811031304934208	2.86394234706647	0	0	2.25895766657927	0.668948179737645	1.35520147666658	0.11329042075285	5.77937213547351	0	1.09397492857399	0.0586243309756625	0	0	0
CURTIS_H004004_T01_01_WG01	0.543127336894412	0.0269206020464356	0.429952061059152	0	1	0	0	29	1	5	1	0	0	0	1	0	0	24	True	0.97	246	0	1	ER+ High	10.0493161151099	0.319339175578617	1.16001483849191	3.2883885784914	2.7714440770366	1.16957282533615	12.6305109937338	2.2941718498088	0.30582545281553	5.56075623914082	0	9.58908035759818	0	19.2023969555067	5.63577963560432	2.66073435547064	0	0	0.142079358562501	0	0.463947215179988	1.29682833764245	17.7271788988663	1.98997041935925	1.74266432066618
CURTIS_H004005_T01_01_WG01	0.657902611926982	0.0113052405789204	0.330792147494097	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	True	0.72	17	0	0	ER+ Typical	11.5074052062249	0.834889461969633	0.851575057368315	1.40669340479473	0	0	0.159344815694308	1.4902216281149	0.839352762108151	5.99634217010465	0	9.43179610491898	0.359368004070494	0	4.08901065299176	0.181544529384192	0	0	1.54912073614003	6.10815386864933	6.89360872190563	0.318181975353818	38.6724300784218	7.57476236748231	1.73619845430208
CURTIS_H004006_T01_01_WG01	0.444813989867673	0	0.555186010132327	0	0	0	0	58	2	40	0	0	0	0	1	0	0	1	True	0.8	442	2	0	ER+ High	8.0611806341964	1.19242913301987	0.386446643110283	3.47315380930618	0	0	0.0258975994254651	0.146472765538411	1.11594396957107	2.80696000296629	0	6.69745685893651	1.39734828083327	4.38262768574179	3.70623425987261	0.501186345707816	1.97625483726774	0.0946400849360779	9.372999612336	17.426589910908	5.30501100170151	4.65763409768631	12.6304630564696	14.6430694104688	0
CURTIS_H004007_T01_01_WG01	0.316761629610564	0.0280863155439537	0.655152054845483	0	5	0	0	24	1	3	0	0	0	2	5	0	0	6	True	0.82	645	1	0	ER+ Typical	11.8975404330483	0.275500824426901	1.57580326794585	5.19208679347381	0	0.764733372817907	1.97036135436188	5.06174167912692	0.116651277912791	4.67675635437028	0	5.14937755694702	0	0	4.43222256072318	0	4.66625969698579	0	7.45422136191028	0	8.12043021976205	3.99550612157726	23.3662572741781	9.17208855658736	2.11246129384432
CURTIS_H004008_T02_01_WG01	0.359984864204379	0.0341973367783743	0.605817799017247	0	0	1	0	36	0	7	0	0	0	0	3	0	0	2	True	0.83	385	0	2	ER+ High	8.74181527268338	1.00310367893245	0.928681210860979	8.06381155522787	0.963171455610484	0	0.222205609611593	2.84860531184404	1.62077849569782	11.0045369523929	0	5.29448806887459	0.915199342589238	0.0102551799021535	5.4055512750037	0.49132783999181	0	0	2.62690275562234	7.75552965051269	6.57709319075157	0	22.7496364248771	9.98778441270547	2.78952231630777
CURTIS_H004009_T01_01_WG01	0.666240253752721	0	0.333759746247279	0	2	0	0	148	3	17	0	0	0	2	5	0	0	3	True	0.87	782	1	0	IC10	2.24415982209836	0.461074390526826	0	2.24326422796357	0	2.66887736468479	9.32505693633452	0	0.39552027733343	1.12398471978614	0	2.50582416079267	0	18.5730427889308	0.417055063908216	0	3.35761299664209	0	13.4195465088567	0	2.23436672720354	1.66859874608789	18.6385979807035	17.9276201965933	2.79579709155363
CURTIS_H004010_T01_01_WG01	0.325592893491041	0.309198827255199	0.36520827925376	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	True	0.32	48	0	0	ER+ Typical	2.89550948652232	0	0.308394529348194	36.0491476394233	1.16830545021507	0	0.156701983099261	0	0.75632720592025	35.8933350736946	0	5.23279911165963	0.766888498520894	0	4.45606073512509	0.460716657135913	0.254303843345683	0.169006900234662	4.45872118483247	0	2.9980877114433	1.16766399777116	1.34335923356277	1.46467075814538	0
CURTIS_H004011_T01_01_WG01	0.373794220906757	0.587003094821939	0.0392026842713033	0	0	0	0	30	0	2	2	0	0	0	0	0	0	0	False	0.38	95	0	0	ER+ Typical	2.19410280354945	0	0.230835240839711	24.3368737386613	0.625518867572457	0	0.0300565881360005	0	0.596928236428878	55.092034220712	0	3.23944154460852	0.467889201167035	0	4.44648872628846	0.104943270749815	0	0.0926345869625623	3.64119569775186	0	1.97853014397559	0.996722639055954	0	1.79680525346573	0.12899924007465
CURTIS_H004012_T01_01_WG01	0.328793815079078	0.0467433783548688	0.624462806566053	1	5	0	0	12	1	2	2	0	0	0	0	0	0	2	True	0.84	495	2	0	ER+ High	8.81690169920877	0.77519867020396	1.38212425321382	3.54462591097012	2.93311893940943	0	0	3.07864672759986	0	2.37589158038562	0.428354948877323	8.02694594195468	0	6.32508332686779	4.97892336364339	2.07292198291892	0.90445599678407	0	0.051079024857745	14.6510651987095	4.62675019875306	0.627848805795935	26.509280033797	5.54605404069499	2.34472935535401
CURTIS_H004013_T01_01_WG01	0.605007963666495	0.201781008702933	0.193211027630572	0	0	0	0	62	0	0	0	0	0	0	0	1	0	0	True	0.56	188	0	0	ER+ Typical	0.907333872360873	0	0	43.8972536705432	0.140681661477793	0	0.0809600836657053	0	0.809291253532965	47.6851377925616	0	1.26153271645659	0	0	1.81015160199896	0	0	0.0169422667810474	2.2398272178159	0	1.15088786280533	0	0	0	0
CURTIS_H004014_T01_01_WG01	0.186788924822364	0.00477470693580439	0.808436368241831	0	4	0	0	7	4	4	1	0	0	0	0	0	0	1	True	0.8	552	1	1	ER+ High	7.68924724796885	1.56304194868358	0.279518589174745	2.88997529410944	0	0	0	20.1962452091662	2.26881691589184	2.57035739217002	0	3.94153357296829	0.713256881657261	0	4.62707645235661	0.597070655434862	2.76288700024676	0	5.32071157888833	0	5.37826096732332	2.62256278237289	23.3432609737589	10.6967494956487	2.53942704217937
CURTIS_H004017_T01_01_WG01	0.435599832370844	0.0297206137518053	0.534679553877351	1	3	2	0	33	0	8	1	0	0	2	2	1	0	0	True	0.92	431	1	0	ER+ High	3.23712331588624	0	1.75956048020326	39.6513415663653	0	0	0.195365284650775	0	0.390529644758492	21.7555797135109	0	4.94839309162202	0	4.3827648090136	3.13451689050577	0.0490367046657115	0.325520587515934	0.7537550386441	6.04993456474999	0	4.08479460937387	0.678865370383126	8.60291832815085	0	0
CURTIS_H004019_T01_01_WG01	0.234322649957142	0.054817586931027	0.710859763111831	1	0	0	0	14	0	0	0	0	0	0	1	0	0	1	True	0.67	128	1	1	ER+ Typical	11.0514724294294	0.116941503264032	1.70627735058	0.859037820534973	0	0	0	5.8384665925868	2.07189456247197	0.632315228405857	1.08477192785943	6.34730256100171	0.0796109312854016	1.16574455979434	6.27397849458964	1.05662916567188	2.19953900427784	0	6.61206964440894	0	5.90583510886287	2.95545789812288	30.3016975324216	8.65408038255556	5.08687730187484
CURTIS_H004020_T01_01_WG01	0.13341962717637	0.390504442492553	0.476075930331077	0	0	0	0	21	0	1	0	0	0	0	1	0	0	23	False	0.51	296	1	0	ER+ High	8.05524661521979	0.295973910002655	0.761664144625108	11.4814585422258	0	0.0545472634050854	0.920105389756135	0	2.30850222199386	8.40439103800913	0	4.9695347362508	2.02180909302095	6.9455692649961	6.7247600409597	0	2.01056599376258	0	7.00230969002039	0	5.23920945222768	1.09263978409004	14.7137788018493	14.5760613997328	2.4218726178521
CURTIS_H004021_T01_01_WG01	0.402067446492467	0.572848088282799	0.0250844652247336	0	1	0	0	159	0	7	1	0	0	0	4	0	0	10	False	0.44	315	0	0	ER+ High	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CURTIS_H004022_T01_01_WG01	0.652204731445167	0.0479903754253393	0.299804893129494	1	0	0	0	142	0	16	1	0	0	0	2	0	0	0	True	0.84	392	0	1	IC10	2.35088006837211	0.208885831037231	0.377525090843644	1.7387921428537	0	0.366369181344621	0.703310346026739	0	2.22503809612175	1.01806074668716	0	3.00846729558687	0	10.4822594649343	0.73276293763465	0	7.21771118672389	0.682666951362716	16.2414779598092	4.91427894785723	3.1286527731773	3.31912387357991	18.0858155817987	22.9398210907407	0.258100433507671
CURTIS_H004023_T01_01_WG01	0.219405734479292	0.551267069128046	0.229327196392662	1	0	0	0	15	0	0	1	0	0	0	0	0	0	2	False	0.45	78	1	1	ER+ Typical	15.9182061989323	0.587223789174219	1.05395838921376	2.63841665007972	1.28455247729518	0	0	4.25325078508579	0	4.17627235679117	0	5.47281610502613	0.883913255148498	0	5.53738413517733	1.13814791172902	4.38918595730479	0	3.29354658542858	3.85810964387723	4.93603566826719	0.632098969160238	26.7918817967124	11.8618891257687	1.29311019982772
CURTIS_H004024_T01_01_WG01	0.37032501656665	0.0393462562806333	0.590328727152716	0	0	1	0	30	0	4	2	0	0	0	1	0	0	0	True	0.63	192	1	0	ER+ High	8.45185160493151	0.160454224225984	0	9.47783980273269	1.13247535111544	0	0.091172030918844	3.00292669389048	0.356569651287855	6.15319639730426	0.081313874937786	4.30694538847618	0	5.81641214804999	4.46916237942585	0.712900593807026	3.25565350629503	0	7.87963275259247	4.52866157742401	4.81353634122589	1.23323107902654	20.0125289919584	9.81660079450136	4.24693481587241
CURTIS_H004025_T01_01_WG01	0.707488529704448	0.0690402733314646	0.223471196964087	0	3	0	0	174	0	24	0	0	0	0	8	0	0	11	True	0.87	1063	1	1	IC10	2.36758063526417	0.240844196102572	0.380405590518181	4.01171944754513	0	0.636934334096374	0.806606076217398	0	1.38232084142956	1.4727628736355	0	0.848776019790616	0	17.6934615215233	1.99843730783351	0	4.65808383840167	0	15.3120520794005	2.15524626919747	3.18312247144602	3.2995129671338	17.8223089347127	19.7461210205811	1.98370357517042
CURTIS_H004026_T01_01_WG01	0.441955297546603	0	0.558044702453397	2	0	0	0	27	0	20	1	1	0	0	1	0	0	8	True	0.86	530	1	1	ER+ High	6.49816124993667	0.424464774055037	0.500672250776614	3.6845033619976	0	0.01585365571743	0	0.667390506823486	0.795593377383383	3.71610730948482	0	3.7708529249375	0	18.0579890866372	5.42813609552034	0.847637330961515	3.37641989550618	0	2.03373708488182	0.613124773448325	6.04181146312339	2.30058516761099	29.0050913640266	9.41869181173541	2.80317651543577
CURTIS_H004027_T01_01_WG01	0.372091517309849	0.130346585415507	0.497561897274644	0	0	1	0	28	1	0	3	0	0	0	1	0	0	15	True	0.85	140	0	1	ER+ Typical	8.78157198766063	0.491917130822547	2.61845503061357	3.86891360919761	0.461923448827906	0	0	9.57186945480344	1.8101404671463	6.41777759098358	0	10.4192531108395	0	2.2896619326706	10.5549847528935	0.481749187566672	0.829386081130552	0	3.66362838189376	10.1766863788321	6.78221482372145	0	13.6920803708439	6.83895981384388	0.248826445708428
CURTIS_H004028_T01_01_WG01	0.064046839949548	0.577831445071797	0.358121714978655	0	0	0	0	14	0	0	1	0	0	0	0	2	0	2	False	0.51	61	1	0	ER+ High	10.7391936762442	1.73880312725364	2.14412662091459	1.79487943968153	0	0	0	9.25523915969673	0.572392465413202	2.34734809921513	0	8.97416801674841	0.488317168091166	0	5.20230891207609	0.827278717313314	4.41984093918076	0	3.15577472627979	0	7.9113593090831	4.27077451608222	24.5007015223916	7.3006536133513	4.35683997098332
CURTIS_H004029_T01_01_WG01	0.668405719826434	0	0.331594280173566	0	0	0	0	117	0	22	0	0	1	0	5	0	0	0	True	0.92	586	0	1	IC10	3.80171086477141	0.346609947198632	0.316944702580888	4.30994447141837	0	0	0.0953699724744976	0	0.784847298485231	1.74242034491445	0.421600851740072	3.3863567722783	0.680811367026623	21.4128798264176	3.64045484001695	0	4.11021982604295	0	12.7117797157367	3.84976498193671	1.91403954745302	3.11502924766831	11.8688617404204	18.6426359625253	2.84771771889363
